file,line,type,commit,author,date,time,timezone,datetime,depth,length
style.css,236,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,237,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,6
style.css,238,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,16
style.css,239,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,23
style.css,240,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,22
style.css,241,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,242,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,243,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,12
style.css,244,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,20
style.css,245,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,246,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,247,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,15
style.css,248,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,12
style.css,249,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,17
style.css,250,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,16
style.css,251,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,252,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,253,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,7
style.css,254,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,12
style.css,255,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,37
style.css,256,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,17
style.css,257,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,8
style.css,258,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,25
style.css,259,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,39
style.css,260,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,261,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,262,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,10
style.css,263,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,49
style.css,264,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,15
style.css,265,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,266,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,267,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,10
style.css,268,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,8
style.css,269,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,270,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,271,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,8
style.css,272,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,14
style.css,273,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,8
style.css,274,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,7
style.css,275,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,53
style.css,276,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,60
style.css,277,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,20
style.css,278,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,44
style.css,279,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,18
style.css,280,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,10
style.css,281,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,19
style.css,282,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,14
style.css,283,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,284,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,285,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,42
style.css,286,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,9
style.css,287,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,17
style.css,288,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,289,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,290,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,24
style.css,291,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,2
style.css,292,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,2,20
style.css,293,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,0
style.css,294,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,295,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,296,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,10
style.css,297,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,16
style.css,298,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,17
style.css,299,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,18
style.css,300,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,20
style.css,301,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,42
style.css,302,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,303,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,304,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,16
style.css,305,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,15
style.css,306,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,16
style.css,307,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,308,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,309,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,19
style.css,310,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,57
style.css,311,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
style.css,312,css,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,0,0
index.js,1,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,71
index.js,2,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
index.js,3,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,54
index.js,4,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,42
index.js,5,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
index.js,6,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,60
index.js,7,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,22
index.js,8,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,54
index.js,9,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
index.js,10,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
index.js,11,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,53
index.js,12,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,60
index.js,13,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
index.js,14,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,17
index.js,15,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,24
index.js,16,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,2
index.js,17,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,54
index.js,18,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,54
index.js,19,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,48
index.js,20,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,48
index.js,21,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,3
index.js,22,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,0
index.js,23,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
index.html,1,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,13
index.html,2,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,14
index.html,3,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,4
index.html,4,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,1,22
index.html,5,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,1,70
index.html,6,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,1,47
index.html,7,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,1,40
index.html,8,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,5
index.html,9,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,0
index.html,10,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,4
index.html,11,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,1,22
index.html,12,html,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,1
index.html,13,html,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,108
index.html,14,html,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,2
index.html,15,html,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,43
index.html,16,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,0
index.html,17,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,22
index.html,18,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,26
index.html,19,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,0
index.html,20,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,27
index.html,21,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,28
index.html,22,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,0
index.html,23,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,45
index.html,24,html,563a3c25,Alexa,2026-04-25,23:50:07,-07:00,2026-04-25T23:50:07-07:00,0,50
index.html,25,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,5
index.html,26,html,f6046077,Alexa,2026-04-12,22:29:13,-07:00,2026-04-12T22:29:13-07:00,0,5
global.js,1,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,25
global.js,2,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,3,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,41
global.js,4,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,52
global.js,5,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,6,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,7,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,15
global.js,8,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,68
global.js,9,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,3
global.js,10,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,14
global.js,11,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,12,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,13
global.js,13,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,25
global.js,14,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,38
global.js,15,js,c10e3178,Alexa,2026-04-17,01:12:09,-07:00,2026-04-17T01:12:09-07:00,1,34
global.js,16,js,00000000,Not Committed Yet,2026-05-09,23:37:20,-07:00,2026-05-09T23:37:20-07:00,1,30
global.js,17,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,36
global.js,18,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,56
global.js,19,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,20,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,21,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,4
global.js,22,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,31
global.js,23,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,11
global.js,24,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,0
global.js,25,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,26
global.js,26,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,4
global.js,27,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,6
global.js,28,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,4,43
global.js,29,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,4,34
global.js,30,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,4,32
global.js,31,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,7
global.js,32,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,6
global.js,33,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,0
global.js,34,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
global.js,35,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
global.js,36,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,38
global.js,37,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,25
global.js,38,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,39,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,20
global.js,40,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,14
global.js,41,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,42,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,28
global.js,43,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,2,20
global.js,44,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,0
global.js,45,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,46,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,34
global.js,47,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,11
global.js,48,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,22
global.js,49,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,50,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,17
global.js,51,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,8
global.js,52,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,58
global.js,53,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,0
global.js,54,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,55,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,29
global.js,56,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,2,18
global.js,57,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,28
global.js,58,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,0
global.js,59,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,60,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,12
global.js,61,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,62,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,63,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,6
global.js,64,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,58
global.js,65,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,66,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,36
global.js,67,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,70
global.js,68,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,25
global.js,69,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,70,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,71,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,34
global.js,72,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,39
global.js,73,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,74,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,75,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,49
global.js,76,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,35
global.js,77,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,26
global.js,78,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,37
global.js,79,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,1
global.js,80,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,81,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,31
global.js,82,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,40
global.js,83,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,84,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,49
global.js,85,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,21
global.js,86,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,87,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,28
global.js,88,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,14
global.js,89,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,0,0
global.js,90,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,31
global.js,91,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,2,50
global.js,92,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,1,0
global.js,93,js,6352ace5,Alexa,2026-04-17,00:52:51,-07:00,2026-04-17T00:52:51-07:00,0,0
global.js,94,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,45
global.js,95,js,97ad9bfb,Alexa,2026-04-17,01:23:51,-07:00,2026-04-17T01:23:51-07:00,1,18
global.js,96,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,1
global.js,97,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
global.js,98,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,12
global.js,99,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
global.js,100,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,36
global.js,101,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,1,3
global.js,102,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,32
global.js,103,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
global.js,104,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,17
global.js,105,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,3,62
global.js,106,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,0
global.js,107,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,0,0
global.js,108,js,7e1e6ede,Alexa,2026-04-25,18:42:43,-07:00,2026-04-25T18:42:43-07:00,2,33
